Record_ID,Timestamp_Hour,Day_of_Week,Location,Num_Connected_Devices,Bandwidth_Usage_Mbps,AP_Load_Percent,Network_Latency_ms,Packet_Loss_Rate_Percent,Signal_Strength_dBm,Retransmission_Rate_Percent,Throughput_Mbps,Active_Sessions,Channel_Utilization_Percent,Congestion_Level
4975,13,Thursday,Hostel_B,126.34039155963042,152.89,43.676,55.8,1.88,-50.9,3.25,136.2957939980032,157.0,38.56,Low
2057,8,Monday,Lecture_Hall_1,32.901597082433284,50.79,7.18,20.2,0.36,-41.5,1.47,39.17893613989687,36.0,5.71,Low
5541,21,Tuesday,Hostel_B,16.145431128650134,14.24,0.96,14.9,0.75,-39.9,1.57,13.511905753653716,5.0,2.82,Low
1800,10,Thursday,Admin_Block,94.09412966433304,114.23,27.99,53.2,1.15,-44.1,2.11,91.88420311762701,119.0,18.27,Low
5312,17,Sunday,Library,86.2820613595286,95.47,24.2,36.2,1.01,-46.5,2.06,73.08072701962256,112.0,22.59,Low
6423,8,Sunday,Lecture_Hall_2,5.0,21.85,5.71,16.0,0.23,-42.7,1.32,16.640859849981233,5.0,6.38,Low
5083,16,Wednesday,Hostel_A,166.4338528997034,174.62,57.56,58.7,2.45,-55.1,,162.8311843920295,224.0,61.22,Low
3253,20,Tuesday,Lecture_Hall_2,10.919045454139686,26.06,6.7,17.3,1.68,-44.1,5.07,25.358091947825738,5.0,0.0,Low
3047,1,Sunday,Lab_Block_B,61.05241333248034,27.33,19.82,59.2,1.12,-47.6,1.69,20.751746966440162,50.0,22.07,Low
2552,6,Sunday,Lab_Block_B,5.267002923272383,26.19,6.730000000000001,18.5,0.63,,1.37,24.772636786810708,5.0,10.86,Low
1384,17,Monday,Cafeteria,110.30226390510694,107.29,37.12,41.4,1.54,,2.4,97.4561237943061,172.0,34.71,Low
3522,9,Monday,Library,90.54575689385602,74.08,31.92,51.5,1.72,-52.1,3.31,67.86105436682568,126.0,20.52,Low
1771,20,Monday,Lecture_Hall_2,20.22108970546721,26.27,2.83,12.4,0.27,-37.3,0.62,26.134048063949038,16.0,6.06,Low
4437,14,Sunday,Lab_Block_A,98.23300084156878,124.27,35.714,44.2,1.76,-48.8,3.17,91.26947861292086,112.0,41.66,Low
3690,16,Friday,Lab_Block_B,163.62657959731834,143.63,53.45,56.3,2.59,-59.3,3.9,111.68064017812954,242.0,52.46600000000001,Low
1210,4,Friday,Hostel_B,5.0,16.96,2.66,14.8,0.6,-45.3,1.01,16.67477884183592,42.0,0.0,Low
4700,15,Wednesday,Lab_Block_B,172.6216569718036,163.45,63.02,71.5,2.99,-46.1,4.68,141.01932173073027,223.0,49.96,Low
2724,15,Thursday,Lab_Block_A,170.4082585627766,176.47,57.977999999999994,64.2,2.82,-48.5,4.65,166.40448899476854,206.0,52.41,Medium
4359,18,Monday,Lab_Block_B,88.3848147028547,84.79,27.98,36.4,1.1019999999999999,-48.7,2.87,64.58551678469324,106.0,18.43,Low
6395,9,Saturday,Lab_Block_B,5.0,9.75,6.83,30.3,0.54,-40.0,1.52,9.138770463924658,5.0,4.85,Low
1362,8,Tuesday,Lab_Block_B,63.48800120947989,79.53200000000001,22.6,36.6,1.13,-45.1,1.8,76.91982740216885,72.0,14.47,Low
3662,12,Thursday,Lab_Block_A,142.13590113530043,160.05,46.29,65.0,1.94,-49.3,3.83,146.39576579105906,169.0,39.31,Low
4521,10,Monday,Lecture_Hall_1,132.48604276654893,116.56,32.45,49.42,1.77,-47.5,,89.80204569888892,155.0,24.4,Low
2242,17,Thursday,Hostel_B,132.59288105915522,112.04,45.79,56.7,2.404,-47.0,3.28,81.24607693807033,145.0,47.62,Low
1116,13,Monday,Hostel_A,180.71384094521443,187.28,62.01,67.1,2.5,-54.7,4.61,130.79084642130925,237.0,61.48,Low
3537,9,Monday,Hostel_A,96.42632503954025,89.67,28.68,36.0,1.16,-47.5,2.35,76.6686151249335,133.0,38.16,Low
2404,20,Tuesday,Hostel_A,10.94953226634065,5.0,6.8,36.0,0.39,-40.0,1.18,3.781593749585,29.0,3.79,Low
5009,7,Tuesday,Lecture_Hall_2,5.0,5.0,1.41,32.1,0.21,-41.4,0.33,4.423995865409228,11.0,3.04,Low
5118,13,Thursday,Lab_Block_A,184.0916933473185,176.22,64.64,67.5,2.95,,4.82,168.90361867989014,279.0,67.43,Low
4331,20,Tuesday,Library,5.0,44.43,0.0,14.7,0.19,-41.6,0.71,40.809115468007775,5.0,0.0,Low
5226,18,Wednesday,Admin_Block,84.47627776697888,68.16,36.68,44.5,1.496,-51.9,4.65,61.4148800656243,100.0,27.11,Low
5630,6,Wednesday,Library,14.774521859999822,16.25,3.85,16.6,0.23,-40.5,1.27,13.349133515721746,31.0,10.0,Low
2309,9,Saturday,Hostel_A,5.0,5.0,0.52,15.0,0.05,-39.4,0.58,4.640850685183657,5.0,3.5,Low
5144,14,Wednesday,Hostel_B,161.5778108547778,173.66,52.58,66.6,2.45,-61.3,3.92,160.43423411523486,206.0,51.31,Low
3741,21,Tuesday,Admin_Block,7.242434696210592,17.31,0.0,11.0,0.04,-39.1,0.35,13.951963388370297,5.0,0.0,Low
5697,12,Monday,Library,163.91247916266042,157.13,57.84,75.1,2.33,-54.4,3.67,149.4838812016378,195.0,41.83,Low
3571,4,Thursday,Lab_Block_B,5.679852674983309,5.88,5.87,15.4,0.65,-45.8,1.05,4.5430489128103035,14.0,7.22,Low
4567,14,Monday,Lecture_Hall_1,331.1575292627001,212.37,70.95,100.0,2.84,-56.9,4.54,180.62778062315132,264.0,57.12,Low
2693,5,Friday,Cafeteria,12.241060864324766,6.3,1.52,41.4,0.33,-35.8,1.31,4.438171561154319,30.0,9.08,Low
2747,19,Tuesday,Lab_Block_A,36.69295605007513,48.65,7.73,23.6,0.32,-36.9,0.49,40.29981235411117,68.0,7.274000000000001,Low
5600,11,Saturday,Hostel_A,75.25735421146337,80.53,20.22,30.7,1.28,-51.6,2.01,74.409710488533,84.0,12.68,Low
5690,10,Wednesday,Library,112.42958677078693,108.96799999999999,36.0,81.7,2.06,-55.6,3.16,92.95359576634534,112.0,31.0,Low
4484,15,Friday,Hostel_B,145.942506010929,148.14,51.44199999999999,65.0,2.29,-45.6,4.23,109.88273207841355,197.0,47.44,Low
5280,10,Tuesday,Library,144.3691695816095,164.72,48.47,58.5,2.07,-51.4,4.08,157.7014845009162,186.0,46.65,Low
1438,6,Wednesday,Lecture_Hall_1,6.30847069967194,18.78,0.0,11.4,0.08,-49.4,0.43,13.706647991098544,15.0,2.36,Low
3292,9,Thursday,Hostel_A,121.9018454603136,128.75,46.2,74.5,2.16,-56.7,,102.59294813866907,134.0,37.77,Low
2087,8,Wednesday,Lab_Block_B,64.61310491386016,55.73,28.18,41.1,1.3,,2.38,43.02535408309866,77.0,32.25,Low
2117,17,Tuesday,Lab_Block_B,115.5138415796482,129.06,30.66,55.5,1.96,-47.5,3.21,105.2636338241405,123.0,21.31,Low
4386,20,Tuesday,Hostel_B,27.682119493655694,9.89,9.86,22.8,0.47,,1.0,7.536509302610647,14.0,7.36,Low
1568,7,Thursday,Hostel_A,18.048100254329533,14.82,4.7,24.860000000000003,0.6279999999999999,-52.1,0.74,12.096181180524853,40.0,8.49,Low
1436,8,Friday,Library,40.86584841105213,53.29,12.54,32.7,0.59,-36.3,1.06,45.32400608082924,47.0,12.38,Low
1158,19,Monday,Hostel_A,49.31671226972574,62.01,17.278,25.4,1.39,-39.7,3.14,54.86,59.0,19.49,Low
5632,5,Tuesday,Hostel_B,33.63446827873788,5.84,10.104000000000001,28.3,0.36,-43.5,1.12,5.048319480340876,57.0,1.3,Low
5965,16,Monday,Lab_Block_B,165.71050119058032,177.46,51.33,53.7,2.1,-57.6,4.07,130.9801062832229,198.0,41.66,Low
5336,18,Wednesday,Lab_Block_A,94.08051186384428,114.56,43.96,46.4,1.77,-46.5,2.83,79.35950604989598,129.0,43.38,Low
6492,7,Friday,Cafeteria,59.11220978425955,26.95,14.19,23.1,0.6880000000000001,,3.72,25.07372241470437,72.0,14.92,Low
6164,8,Thursday,Hostel_A,44.04962046708619,48.97,21.9,41.6,0.89,-36.2,1.52,37.32519537837494,65.0,18.97,Low
1287,22,Tuesday,Hostel_B,22.82547244665452,33.37,0.0,16.5,0.05,-33.0,1.26,25.57565260120616,22.0,0.0,Low
2492,3,Monday,Hostel_B,6.44697703201199,11.75,6.16,24.6,0.25,-41.4,,8.578405777726053,7.0,2.49,Low
5530,21,Monday,Lecture_Hall_2,16.92311504414036,336.41999999999996,19.78,36.8,1.03,-40.5,2.68,4.191171023925799,28.0,12.18,Low
4732,7,Saturday,Cafeteria,5.0,9.95,0.0,21.3,0.0,-32.3,0.23,9.231441273699811,5.0,0.0,Low
3825,13,Tuesday,Library,160.5195259273741,161.99,54.894000000000005,61.5,2.25,-49.4,4.13,134.1794221543068,199.0,52.15,Low
4064,13,Friday,Library,165.06476660371783,193.85,50.45,57.7,2.23,-55.0,3.36,142.92013455427505,218.0,46.03,Low
5524,15,Thursday,Library,169.5543327589939,156.61,57.2,59.9,3.05,-53.2,4.59,149.07391794053345,213.0,51.65,Medium
4988,6,Saturday,Library,5.0,5.0,1.66,19.9,0.21,-38.9,1.26,3.7184639234882697,14.0,7.92,Low
6067,8,Tuesday,Hostel_A,30.20724257159144,43.62,17.52,37.9,0.75,-45.8,1.43,34.69738644793742,63.0,23.07,Low
5069,9,Tuesday,Sports_Complex,85.03367752048189,83.19,24.29,33.4,1.67,-52.1,2.74,79.37195218948848,88.0,20.26,Low
5372,10,Thursday,Hostel_B,114.54584293598818,113.69,40.15,46.3,1.64,-46.3,2.55,102.42242524903749,134.0,31.86,Low
5955,5,Monday,Hostel_A,37.279107302446185,26.13,4.962,28.5,0.382,,1.43,18.365897616892926,37.8,4.06,Low
1403,20,Monday,Hostel_A,24.098024163219787,18.74,3.02,13.1,0.63,-45.5,1.31,17.43614569437065,60.0,8.13,Low
3553,7,Wednesday,Lecture_Hall_1,14.211034152092283,19.9,2.49,15.4,0.35,-35.9,0.92,18.680699800953914,5.0,0.0,Low
6311,9,Thursday,Lecture_Hall_2,67.67372811991305,95.58,22.95,39.2,1.09,,1.68,68.87761015823688,81.0,14.73,Low
1772,8,Thursday,Library,54.33070980083526,70.95,11.93,29.0,0.9099999999999999,-47.4,2.07,65.76042769449839,74.0,11.99,Low
2081,7,Monday,Hostel_A,5.0,29.35,8.51,18.6,0.54,-43.1,1.01,28.668158710265622,5.0,0.38,Low
3845,15,Saturday,Library,69.63517304937166,72.18,24.32,45.8,1.15,-46.3,2.09,67.91017661635188,87.0,28.06,Low
6330,18,Friday,Hostel_B,91.6011793172267,82.7,30.7,42.46,1.37,-46.1,2.49,65.82443453278162,116.0,23.33,Low
3898,15,Monday,Lab_Block_B,191.4873002069309,192.26,67.33,102.6,3.22,-52.6,5.62,147.75545268113603,250.0,69.05,Medium
5851,10,Tuesday,Hostel_A,132.43788861794695,115.28,34.26,38.9,1.53,-48.6,2.57,84.67430978270372,174.0,30.76,Low
3316,16,Thursday,Library,114.6615469575108,106.57,36.37,45.7,1.51,-48.6,2.43,73.53244579707643,156.0,37.56,Low
1495,0,Friday,Lecture_Hall_1,7.457414369397929,5.0,0.0,13.0,0.08,-43.4,1.52,4.075982310440792,5.0,3.15,Low
4464,11,Monday,Library,161.41729290094116,153.7,49.87,97.3,3.19,-54.7,5.49,131.46498402097,234.0,45.49,Medium
2224,12,Monday,Lab_Block_A,129.35300831421588,145.99,36.9,40.3,1.78,-49.2,2.71,108.40971295506733,146.0,35.01,Low
3821,21,Tuesday,Lab_Block_B,20.34286922741274,29.36,8.27,21.0,0.35,-42.6,,25.29308580311161,42.0,0.0,Low
1745,17,Tuesday,Admin_Block,99.85038863484998,118.86,30.49,35.8,1.44,-48.7,2.41,112.9469940850169,111.0,35.17,Low
1318,21,Friday,Lecture_Hall_2,21.900644268345125,51.08,11.238,25.5,0.69,,2.3,50.501257679957675,48.0,2.41,Low
1671,6,Monday,Hostel_B,17.04197544581187,8.03,0.53,14.9,0.4,-47.0,1.18,6.063039014037738,12.0,0.0,Low
2993,18,Thursday,Lecture_Hall_2,110.51062536954062,124.51,32.31,43.0,1.75,-50.2,3.07,87.9669972518087,137.0,24.4,Low
4279,15,Monday,Admin_Block,185.4084205248365,177.38,59.93,59.6,2.79,-51.6,4.32,164.6104464692659,253.0,59.88,Low
3823,19,Wednesday,Library,57.62961003391143,84.49,20.77,31.1,1.06,-46.5,2.07,72.64028689068553,46.0,20.35,Low
5369,7,Tuesday,Cafeteria,38.20941926722452,12.09,13.21,21.5,0.97,-47.4,2.35,11.558295079345564,56.0,7.06,Low
2885,8,Wednesday,Sports_Complex,51.26216041414695,45.11,15.03,25.8,0.72,-43.3,1.36,39.38242977191172,83.0,8.83,Low
3449,8,Tuesday,Library,60.71501431699533,60.12,19.186,32.4,0.6,-38.8,1.25,49.586505067038345,81.0,7.81,Low
4134,13,Wednesday,Hostel_B,221.8349706753088,205.46,69.53,102.4,2.92,-65.5,4.84,168.0682606304527,272.6,63.03,Low
5088,9,Thursday,Library,79.37221991587904,102.98,21.18,37.9,1.73,-49.1,3.3,86.33080707188344,98.0,17.15,Low
2920,16,Monday,Lecture_Hall_2,103.63824324125918,82.77,32.53,40.3,1.41,-43.4,2.78,61.399802660738324,144.0,24.94,Low
1879,9,Sunday,Cafeteria,19.377462874916212,31.246,8.76,27.360000000000003,0.48,-42.3,0.99,27.588291017248796,19.0,20.6,Low
4305,16,Saturday,Lecture_Hall_2,81.22546671658489,78.99,25.04,41.440000000000005,1.5,-47.1,2.35,56.359810623316164,110.0,26.43,Low
5459,10,Tuesday,Library,124.9840210218244,100.72,34.5,39.9,1.39,-56.3,2.36,87.87732609127521,179.0,32.6,Low
1763,13,Friday,Lab_Block_A,168.04839900497623,188.64000000000001,59.16,100.0,2.48,,4.6,153.83309621757772,224.0,57.35,Low
5613,11,Wednesday,Sports_Complex,130.91873888094406,121.78,42.52,48.1,1.95,-55.8,2.95,117.30529275752613,149.0,38.24,Low
3581,13,Thursday,Hostel_B,152.9340577344426,166.88,55.92,63.5,2.947,-49.1,3.69,125.64081194986966,238.0,53.74,Low
3473,10,Sunday,Hostel_B,83.3334840480153,92.36,23.24,66.4,1.25,-48.5,1.93,90.50395196123229,113.0,27.99,Low
6474,10,Wednesday,Cafeteria,124.68051880610656,135.61,43.2,54.0,1.87,-43.2,3.82,104.21126319082705,154.0,36.12,Low
4252,12,Thursday,Cafeteria,142.39672911537883,126.064,41.78,47.98,2.16,-51.1,3.48,106.35376557361306,189.0,38.43,Low
6271,14,Tuesday,Hostel_A,158.53232083287236,176.26,54.07,72.6,3.9,-57.1,5.87,145.40579003482964,199.0,49.44,Medium
1853,17,Thursday,Lab_Block_B,153.51102555763916,113.79,49.77,60.6,2.24,-54.3,3.39,111.16433331732527,199.0,41.45,Low
4352,14,Wednesday,Lecture_Hall_2,175.9263442081848,154.99,48.74,75.3,2.19,-56.7,3.54,130.49020009709557,196.0,41.65,Low
2035,10,Friday,Lecture_Hall_2,131.06030658790442,144.88,37.43,40.7,2.16,-53.7,3.33,119.21581462798092,174.0,30.95,Low
5710,15,Thursday,Hostel_B,171.7359122522752,184.23,65.54,65.3,2.87,-53.4,4.6,133.11515941287524,226.0,67.69,High
5080,6,Monday,Lab_Block_B,5.0,15.91,0.99,29.6,1.01,-32.9,2.56,14.2250809168786,5.0,0.0,Low
6017,15,Wednesday,Lecture_Hall_2,218.3736582948692,218.87,75.93,104.4,4.03,-60.5,8.3,207.26960630496913,287.0,65.31,High
5864,13,Tuesday,Cafeteria,209.97058090888603,182.71,65.31,65.9,2.966,-50.5,6.52,148.68305936021957,267.0,58.27,Medium
5136,22,Friday,Lecture_Hall_2,34.95041122646107,12.19,12.484,34.5,0.61,-43.8,1.19,11.555485311300993,68.0,13.46,Low
6119,23,Thursday,Hostel_A,58.94363188213863,45.17,15.07,41.0,0.69,-47.8,1.1,40.20047302248058,80.0,10.17,Low
1915,19,Thursday,Lecture_Hall_1,21.2648104513282,20.08,7.19,22.9,0.35,-44.3,1.32,19.231513685365698,36.4,3.38,Low
1200,7,Saturday,Lab_Block_B,11.03758725083654,10.01,1.0,12.3,0.2,-36.0,0.55,8.38687287376304,25.0,9.59,Low
3457,12,Friday,Admin_Block,176.88923694068853,183.06,66.13,86.1,3.08,-55.2,,147.23940638985619,240.0,51.7,Medium
4199,16,Monday,Lecture_Hall_2,165.58335151051813,159.83,54.38,60.11999999999999,2.45,-48.4,3.85,133.23154010141408,217.0,39.09,Low
3014,14,Wednesday,Lecture_Hall_2,151.73694377912085,163.61,49.14,53.94,2.29,-54.5,4.34,144.5459237238025,210.6,46.34,Low
5768,8,Wednesday,Lecture_Hall_2,5.0,5.0,9.32,18.6,0.69,,2.54,4.32552807356183,12.0,8.815999999999999,Low
3686,11,Tuesday,Admin_Block,145.28394067009592,136.29,48.91,63.5,2.03,,3.22,115.72970654439732,199.0,40.15,Low
2669,13,Monday,Lecture_Hall_2,153.4895092319669,162.15,43.74,47.0,1.85,-51.3,2.9,154.2534042082052,193.0,30.94,Low
3590,2,Thursday,Hostel_A,36.688682112048056,28.41,11.12,29.660000000000004,0.5,-42.9,0.97,28.251291222135738,39.0,6.2,Low
1138,8,Monday,Lecture_Hall_2,8.491232290664747,7.63,0.0,11.6,0.48,-39.3,1.33,6.599753024696115,6.0,1.85,Low
4463,14,Monday,Hostel_A,177.90478631736264,173.65,59.51,62.1,2.54,-53.1,4.13,154.36539319703962,227.0,56.05,Low
3767,18,Friday,Hostel_B,97.62440282399596,85.17,23.47,38.7,1.4,-42.0,2.21,69.99333271119765,162.0,9.66,Low
1142,9,Monday,Hostel_A,91.8526936467388,115.1,31.6,46.2,2.69,-50.6,4.53,80.95272301857081,117.0,26.78,Low
5681,9,Thursday,Hostel_B,80.10848569486558,91.03,30.56,35.9,1.61,-50.0,3.14,62.9021965991318,116.0,32.01,Low
2107,6,Sunday,Lecture_Hall_1,22.75810421925452,12.09,6.38,31.2,0.46,-40.3,1.53,9.607453530765268,34.0,8.56,Low
2181,5,Tuesday,Hostel_A,5.0,27.16,0.41400000000000003,12.0,0.34,-44.3,0.64,19.792177267478504,5.0,5.14,Low
2978,6,Friday,Library,40.01981866121781,26.1,0.0,13.7,0.33,-43.7,0.91,18.298283385626142,51.0,0.0,Low
4037,8,Tuesday,Lab_Block_A,22.94494149495492,35.47,10.57,22.7,0.83,-42.2,1.71,31.226883357147347,39.6,9.032,Low
2007,10,Tuesday,Lab_Block_B,120.12848735644762,123.2,43.202,52.0,2.01,,4.15,116.60279248288026,160.0,44.55,Low
1974,13,Thursday,Hostel_B,155.6359476738647,145.78,45.64,52.4,4.5649999999999995,-51.5,5.27,121.94096610616606,212.0,46.6,Low
5779,11,Monday,Lab_Block_B,170.8497392668263,158.98,55.202,69.9,2.3,-52.6,4.92,123.40131780496317,213.0,45.1,Low
1626,11,Sunday,Lab_Block_B,63.28562751134437,50.61,17.65,31.1,0.83,,1.41,46.610952136791376,57.0,15.35,Low
1404,10,Thursday,Library,125.30159484072018,152.64,45.38,67.7,2.4,-39.7,3.89,146.6149194148689,183.0,38.6,Low
4119,13,Friday,Cafeteria,154.87056753299544,184.87,47.27,60.6,2.01,-50.6,3.03,166.87734287488087,183.0,49.63,Low
3547,6,Tuesday,Lecture_Hall_2,49.08920447816841,26.5,18.45,30.080000000000002,0.76,-54.1,1.77,16.600170774777414,62.0,20.13,Low
1026,10,Friday,Hostel_A,123.36463804639726,129.8,40.676,48.00000000000001,1.98,-54.4,3.28,126.40042751791684,177.0,42.74,Low
1685,9,Friday,Lab_Block_A,133.0418544945704,152.63,50.71,56.339999999999996,2.22,-44.0,3.77,147.87372202290825,176.0,48.61,Low
1895,8,Tuesday,Hostel_B,36.795646737385006,61.434000000000005,16.69,36.3,0.9,-41.6,1.56,53.48425387758262,60.0,13.83,Low
2790,15,Tuesday,Lecture_Hall_1,146.21683854431697,168.04,52.61,58.7,2.24,-55.2,3.85,140.84334433765866,181.0,52.35,Low
2335,19,Wednesday,Sports_Complex,31.763713967436296,28.89,11.86,36.1,0.75,-41.7,1.65,26.791447959882813,57.0,18.43,Low
3727,19,Tuesday,Lecture_Hall_2,59.31874114885611,60.79,10.97,23.040000000000003,1.01,-42.4,1.82,45.57300468498134,56.0,10.57,Low
2620,16,Tuesday,Sports_Complex,173.04883785403,155.95999999999998,53.63,64.46000000000001,2.338,-55.3,4.46,126.86343822287002,215.0,52.77,Low
4860,12,Wednesday,Cafeteria,195.63015793540552,189.5,62.02,77.3,3.79,-55.0,5.79,164.70029849858068,244.0,50.14,Medium
5480,9,Monday,Cafeteria,55.158266180410834,54.91,19.64,28.6,1.0,-31.3,1.82,50.44537808017315,88.0,11.78,Low
4795,10,Sunday,Lab_Block_A,10.520498249777836,8.31,0.5,10.5,0.28,-34.4,1.15,8.234719004467053,15.0,2.69,Low
5483,16,Friday,Sports_Complex,145.883504299463,143.72,42.51,51.0,2.33,-50.4,5.14,140.2945722878897,196.0,44.37,Low
6496,6,Wednesday,Library,5.0,5.0,2.52,19.8,0.23,-42.7,0.78,4.587976749395669,5.0,0.0,Low
5238,7,Wednesday,Admin_Block,29.95052622377448,37.1,9.8,23.56,0.44,-41.5,1.83,35.91763256513498,79.0,0.0,Low
6001,13,Wednesday,Lecture_Hall_2,162.26943453233807,186.07,58.34400000000001,57.2,2.29,-56.3,3.6,137.7371781206473,212.0,48.7,Low
6472,12,Thursday,Lab_Block_B,142.78035090858114,145.38,40.07,49.4,1.67,-48.6,3.29,125.90535262924655,194.0,34.37,Low
5546,11,Thursday,Lab_Block_B,150.59554000891671,172.04,45.44,57.2,1.95,,3.38,165.6452313272555,197.0,46.67,Low
4406,11,Friday,Hostel_A,127.5721454475196,153.63,46.76,49.7,2.45,-49.4,3.93,141.3157327953974,157.0,43.08,Low
1619,20,Friday,Lecture_Hall_1,5.0,5.0,8.07,23.0,0.54,,1.06,4.770047038334343,13.0,8.25,Low
4586,9,Thursday,Library,57.13147503431979,35.49,14.51,31.1,0.79,-52.3,2.57,25.527200478631134,76.0,15.76,Medium
1168,20,Thursday,Cafeteria,25.185068096696448,34.07,11.94,20.3,0.732,-40.5,0.9,31.347559064638812,43.0,14.266000000000002,Low
3006,17,Wednesday,Lecture_Hall_1,140.459445114519,141.55,51.95,59.54,2.35,-46.8,3.58,134.53854647274642,216.0,45.76,Low
3719,15,Friday,Hostel_B,172.7516468088163,166.42,54.67,60.6,2.97,-49.5,4.64,138.96141040170403,215.0,54.03,Low
5370,9,Monday,Lab_Block_A,76.2975485477931,111.06,17.69,25.1,0.76,-43.1,1.58,100.00620098316313,107.0,24.3,Low
2737,6,Monday,Hostel_B,5.0,43.34,0.0,14.7,0.33199999999999996,-43.2,0.87,36.103531443650134,37.0,2.05,Low
1101,13,Wednesday,Lab_Block_A,191.9104558881429,175.81,60.15,74.7,2.784,-53.4,4.52,135.30117290167135,245.0,48.93,Low
